Line Segment Data	6400 items	feet
20-70	Y-PQ	20	10	0	0	0	0
21-70	Y-PQ	20	10	0	0	0	0
22-70	Y-PQ	20	10	0	0	0	0
23-70	Y-PQ	20	10	0	0	0	0
24-70	Y-PQ	20	10	0	0	0	0
25-70	Y-PQ	20	10	0	0	0	0
26-70	Y-PQ	20	10	0	0	0	0
27-70	Y-PQ	20	10	0	0	0	0
28-70	Y-PQ	20	10	0	0	0	0
29-70	Y-PQ	20	10	0	0	0	0
30-70	Y-PQ	20	10	0	0	0	0
31-70	Y-PQ	20	10	0	0	0	0
32-70	Y-PQ	20	10	0	0	0	0
33-70	Y-PQ	20	10	0	0	0	0
34-70	Y-PQ	20	10	0	0	0	0
35-70	Y-PQ	20	10	0	0	0	0
36-70	Y-PQ	20	10	0	0	0	0
37-70	Y-PQ	20	10	0	0	0	0
38-70	Y-PQ	20	10	0	0	0	0
39-70	Y-PQ	20	10	0	0	0	0
40-70	Y-PQ	20	10	0	0	0	0
41-70	Y-PQ	20	10	0	0	0	0
42-70	Y-PQ	20	10	0	0	0	0
43-70	Y-PQ	20	10	0	0	0	0
44-70	Y-PQ	20	10	0	0	0	0
45-70	Y-PQ	20	10	0	0	0	0
46-70	Y-PQ	20	10	0	0	0	0
47-70	Y-PQ	20	10	0	0	0	0
48-70	Y-PQ	20	10	0	0	0	0
49-70	Y-PQ	20	10	0	0	0	0
50-70	Y-PQ	20	10	0	0	0	0
1-71	Y-PQ	40	20	0	0	0	0
2-71	Y-PQ	40	20	0	0	0	0
3-71	Y-PQ	40	20	0	0	0	0
4-71	Y-PQ	40	20	0	0	0	0
5-71	Y-PQ	40	20	0	0	0	0
6-71	Y-PQ	40	20	0	0	0	0
7-71	Y-PQ	40	20	0	0	0	0
8-71	Y-PQ	40	20	0	0	0	0
9-71	Y-PQ	40	20	0	0	0	0
10-71	Y-PQ	40	20	0	0	0	0
11-71	Y-PQ	40	20	0	0	0	0
12-71	Y-PQ	40	20	0	0	0	0
13-71	Y-PQ	40	20	0	0	0	0
14-71	Y-PQ	40	20	0	0	0	0
15-71	Y-PQ	40	20	0	0	0	0
16-71	Y-PQ	40	20	0	0	0	0
17-71	Y-PQ	40	20	0	0	0	0
18-71	Y-PQ	40	20	0	0	0	0
19-71	Y-PQ	40	20	0	0	0	0
20-71	Y-PQ	40	20	0	0	0	0
21-71	Y-PQ	40	20	0	0	0	0
22-71	Y-PQ	40	20	0	0	0	0
23-71	Y-PQ	40	20	0	0	0	0
24-71	Y-PQ	40	20	0	0	0	0
25-71	Y-PQ	40	20	0	0	0	0
26-71	Y-PQ	40	20	0	0	0	0
27-71	Y-PQ	40	20	0	0	0	0
28-71	Y-PQ	40	20	0	0	0	0
29-71	Y-PQ	40	20	0	0	0	0
30-71	Y-PQ	40	20	0	0	0	0
31-71	Y-PQ	40	20	0	0	0	0
32-71	Y-PQ	40	20	0	0	0	0
33-71	Y-PQ	40	20	0	0	0	0
34-71	Y-PQ	40	20	0	0	0	0
35-71	Y-PQ	40	20	0	0	0	0
36-71	Y-PQ	40	20	0	0	0	0
37-71	Y-PQ	40	20	0	0	0	0
38-71	Y-PQ	40	20	0	0	0	0
39-71	Y-PQ	40	20	0	0	0	0
40-71	Y-PQ	40	20	0	0	0	0
41-71	Y-PQ	40	20	0	0	0	0
42-71	Y-PQ	40	20	0	0	0	0
43-71	Y-PQ	40	20	0	0	0	0
44-71	Y-PQ	40	20	0	0	0	0
45-71	Y-PQ	40	20	0	0	0	0
46-71	Y-PQ	40	20	0	0	0	0
47-71	Y-PQ	40	20	0	0	0	0
48-71	Y-PQ	40	20	0	0	0	0
49-71	Y-PQ	40	20	0	0	0	0
50-71	Y-PQ	40	20	0	0	0	0
1-73	Y-PQ	0	0	0	0	40	20
2-73	Y-PQ	0	0	0	0	40	20
3-73	Y-PQ	0	0	0	0	40	20
4-73	Y-PQ	0	0	0	0	40	20
5-73	Y-PQ	0	0	0	0	40	20
6-73	Y-PQ	0	0	0	0	40	20
7-73	Y-PQ	0	0	0	0	40	20
8-73	Y-PQ	0	0	0	0	40	20
9-73	Y-PQ	0	0	0	0	40	20
10-73	Y-PQ	0	0	0	0	40	20
11-73	Y-PQ	0	0	0	0	40	20
12-73	Y-PQ	0	0	0	0	40	20
13-73	Y-PQ	0	0	0	0	40	20
14-73	Y-PQ	0	0	0	0	40	20
15-73	Y-PQ	0	0	0	0	40	20
16-73	Y-PQ	0	0	0	0	40	20
17-73	Y-PQ	0	0	0	0	40	20
18-73	Y-PQ	0	0	0	0	40	20
19-73	Y-PQ	0	0	0	0	40	20
20-73	Y-PQ	0	0	0	0	40	20
21-73	Y-PQ	0	0	0	0	40	20
22-73	Y-PQ	0	0	0	0	40	20
23-73	Y-PQ	0	0	0	0	40	20
24-73	Y-PQ	0	0	0	0	40	20
25-73	Y-PQ	0	0	0	0	40	20
26-73	Y-PQ	0	0	0	0	40	20
27-73	Y-PQ	0	0	0	0	40	20
28-73	Y-PQ	0	0	0	0	40	20
29-73	Y-PQ	0	0	0	0	40	20
30-73	Y-PQ	0	0	0	0	40	20
31-73	Y-PQ	0	0	0	0	40	20
32-73	Y-PQ	0	0	0	0	40	20
33-73	Y-PQ	0	0	0	0	40	20
34-73	Y-PQ	0	0	0	0	40	20
35-73	Y-PQ	0	0	0	0	40	20
36-73	Y-PQ	0	0	0	0	40	20
37-73	Y-PQ	0	0	0	0	40	20
38-73	Y-PQ	0	0	0	0	40	20
39-73	Y-PQ	0	0	0	0	40	20
40-73	Y-PQ	0	0	0	0	40	20
41-73	Y-PQ	0	0	0	0	40	20
42-73	Y-PQ	0	0	0	0	40	20
43-73	Y-PQ	0	0	0	0	40	20
44-73	Y-PQ	0	0	0	0	40	20
45-73	Y-PQ	0	0	0	0	40	20
46-73	Y-PQ	0	0	0	0	40	20
47-73	Y-PQ	0	0	0	0	40	20
48-73	Y-PQ	0	0	0	0	40	20
49-73	Y-PQ	0	0	0	0	40	20
50-73	Y-PQ	0	0	0	0	40	20
1-74	Y-Z	0	0	0	0	40	20
2-74	Y-Z	0	0	0	0	40	20
3-74	Y-Z	0	0	0	0	40	20
4-74	Y-Z	0	0	0	0	40	20
5-74	Y-Z	0	0	0	0	40	20
6-74	Y-Z	0	0	0	0	40	20
7-74	Y-Z	0	0	0	0	40	20
8-74	Y-Z	0	0	0	0	40	20
9-74	Y-Z	0	0	0	0	40	20
10-74	Y-Z	0	0	0	0	40	20
11-74	Y-Z	0	0	0	0	40	20
12-74	Y-Z	0	0	0	0	40	20
13-74	Y-Z	0	0	0	0	40	20
14-74	Y-Z	0	0	0	0	40	20
15-74	Y-Z	0	0	0	0	40	20
16-74	Y-Z	0	0	0	0	40	20
17-74	Y-Z	0	0	0	0	40	20
18-74	Y-Z	0	0	0	0	40	20
19-74	Y-Z	0	0	0	0	40	20
20-74	Y-Z	0	0	0	0	40	20
21-74	Y-Z	0	0	0	0	40	20
22-74	Y-Z	0	0	0	0	40	20
23-74	Y-Z	0	0	0	0	40	20
24-74	Y-Z	0	0	0	0	40	20
25-74	Y-Z	0	0	0	0	40	20
26-74	Y-Z	0	0	0	0	40	20
27-74	Y-Z	0	0	0	0	40	20
28-74	Y-Z	0	0	0	0	40	20
29-74	Y-Z	0	0	0	0	40	20
30-74	Y-Z	0	0	0	0	40	20
31-74	Y-Z	0	0	0	0	40	20
32-74	Y-Z	0	0	0	0	40	20
33-74	Y-Z	0	0	0	0	40	20
34-74	Y-Z	0	0	0	0	40	20
35-74	Y-Z	0	0	0	0	40	20
36-74	Y-Z	0	0	0	0	40	20
37-74	Y-Z	0	0	0	0	40	20
38-74	Y-Z	0	0	0	0	40	20
39-74	Y-Z	0	0	0	0	40	20
40-74	Y-Z	0	0	0	0	40	20
41-74	Y-Z	0	0	0	0	40	20
42-74	Y-Z	0	0	0	0	40	20
43-74	Y-Z	0	0	0	0	40	20
44-74	Y-Z	0	0	0	0	40	20
45-74	Y-Z	0	0	0	0	40	20
46-74	Y-Z	0	0	0	0	40	20
47-74	Y-Z	0	0	0	0	40	20
48-74	Y-Z	0	0	0	0	40	20
49-74	Y-Z	0	0	0	0	40	20
50-74	Y-Z	0	0	0	0	40	20
1-75	Y-PQ	0	0	0	0	40	20
2-75	Y-PQ	0	0	0	0	40	20
3-75	Y-PQ	0	0	0	0	40	20
4-75	Y-PQ	0	0	0	0	40	20
5-75	Y-PQ	0	0	0	0	40	20
6-75	Y-PQ	0	0	0	0	40	20
7-75	Y-PQ	0	0	0	0	40	20
8-75	Y-PQ	0	0	0	0	40	20
9-75	Y-PQ	0	0	0	0	40	20
10-75	Y-PQ	0	0	0	0	40	20
11-75	Y-PQ	0	0	0	0	40	20
12-75	Y-PQ	0	0	0	0	40	20
13-75	Y-PQ	0	0	0	0	40	20
14-75	Y-PQ	0	0	0	0	40	20
15-75	Y-PQ	0	0	0	0	40	20
16-75	Y-PQ	0	0	0	0	40	20
17-75	Y-PQ	0	0	0	0	40	20
18-75	Y-PQ	0	0	0	0	40	20
19-75	Y-PQ	0	0	0	0	40	20
20-75	Y-PQ	0	0	0	0	40	20
21-75	Y-PQ	0	0	0	0	40	20
22-75	Y-PQ	0	0	0	0	40	20
23-75	Y-PQ	0	0	0	0	40	20
24-75	Y-PQ	0	0	0	0	40	20
25-75	Y-PQ	0	0	0	0	40	20
26-75	Y-PQ	0	0	0	0	40	20
27-75	Y-PQ	0	0	0	0	40	20
28-75	Y-PQ	0	0	0	0	40	20
29-75	Y-PQ	0	0	0	0	40	20
30-75	Y-PQ	0	0	0	0	40	20
31-75	Y-PQ	0	0	0	0	40	20
32-75	Y-PQ	0	0	0	0	40	20
33-75	Y-PQ	0	0	0	0	40	20
34-75	Y-PQ	0	0	0	0	40	20
35-75	Y-PQ	0	0	0	0	40	20
36-75	Y-PQ	0	0	0	0	40	20
37-75	Y-PQ	0	0	0	0	40	20
38-75	Y-PQ	0	0	0	0	40	20
39-75	Y-PQ	0	0	0	0	40	20
40-75	Y-PQ	0	0	0	0	40	20
41-75	Y-PQ	0	0	0	0	40	20
42-75	Y-PQ	0	0	0	0	40	20
43-75	Y-PQ	0	0	0	0	40	20
44-75	Y-PQ	0	0	0	0	40	20
45-75	Y-PQ	0	0	0	0	40	20
46-75	Y-PQ	0	0	0	0	40	20
47-75	Y-PQ	0	0	0	0	40	20
48-75	Y-PQ	0	0	0	0	40	20
49-75	Y-PQ	0	0	0	0	40	20
50-75	Y-PQ	0	0	0	0	40	20
1-76	D-I	105	80	70	50	70	50
2-76	D-I	105	80	70	50	70	50
3-76	D-I	105	80	70	50	70	50
4-76	D-I	105	80	70	50	70	50
5-76	D-I	105	80	70	50	70	50
6-76	D-I	105	80	70	50	70	50
7-76	D-I	105	80	70	50	70	50
8-76	D-I	105	80	70	50	70	50
9-76	D-I	105	80	70	50	70	50
10-76	D-I	105	80	70	50	70	50
11-76	D-I	105	80	70	50	70	50
12-76	D-I	105	80	70	50	70	50
13-76	D-I	105	80	70	50	70	50
14-76	D-I	105	80	70	50	70	50
15-76	D-I	105	80	70	50	70	50
16-76	D-I	105	80	70	50	70	50
17-76	D-I	105	80	70	50	70	50
18-76	D-I	105	80	70	50	70	50
19-76	D-I	105	80	70	50	70	50
20-76	D-I	105	80	70	50	70	50
21-76	D-I	105	80	70	50	70	50
22-76	D-I	105	80	70	50	70	50
23-76	D-I	105	80	70	50	70	50
24-76	D-I	105	80	70	50	70	50
25-76	D-I	105	80	70	50	70	50
26-76	D-I	105	80	70	50	70	50
27-76	D-I	105	80	70	50	70	50
28-76	D-I	105	80	70	50	70	50
29-76	D-I	105	80	70	50	70	50
30-76	D-I	105	80	70	50	70	50
31-76	D-I	105	80	70	50	70	50
32-76	D-I	105	80	70	50	70	50
33-76	D-I	105	80	70	50	70	50
34-76	D-I	105	80	70	50	70	50
35-76	D-I	105	80	70	50	70	50
36-76	D-I	105	80	70	50	70	50
37-76	D-I	105	80	70	50	70	50
38-76	D-I	105	80	70	50	70	50
39-76	D-I	105	80	70	50	70	50
40-76	D-I	105	80	70	50	70	50
41-76	D-I	105	80	70	50	70	50
42-76	D-I	105	80	70	50	70	50
43-76	D-I	105	80	70	50	70	50
44-76	D-I	105	80	70	50	70	50
45-76	D-I	105	80	70	50	70	50
46-76	D-I	105	80	70	50	70	50
47-76	D-I	105	80	70	50	70	50
48-76	D-I	105	80	70	50	70	50
49-76	D-I	105	80	70	50	70	50
50-76	D-I	105	80	70	50	70	50
1-77	Y-PQ	0	0	40	20	0	0
2-77	Y-PQ	0	0	40	20	0	0
3-77	Y-PQ	0	0	40	20	0	0
4-77	Y-PQ	0	0	40	20	0	0
5-77	Y-PQ	0	0	40	20	0	0
6-77	Y-PQ	0	0	40	20	0	0
7-77	Y-PQ	0	0	40	20	0	0
8-77	Y-PQ	0	0	40	20	0	0
9-77	Y-PQ	0	0	40	20	0	0
10-77	Y-PQ	0	0	40	20	0	0
11-77	Y-PQ	0	0	40	20	0	0
12-77	Y-PQ	0	0	40	20	0	0
13-77	Y-PQ	0	0	40	20	0	0
14-77	Y-PQ	0	0	40	20	0	0
15-77	Y-PQ	0	0	40	20	0	0
16-77	Y-PQ	0	0	40	20	0	0
17-77	Y-PQ	0	0	40	20	0	0
18-77	Y-PQ	0	0	40	20	0	0
19-77	Y-PQ	0	0	40	20	0	0
20-77	Y-PQ	0	0	40	20	0	0
21-77	Y-PQ	0	0	40	20	0	0
22-77	Y-PQ	0	0	40	20	0	0
23-77	Y-PQ	0	0	40	20	0	0
24-77	Y-PQ	0	0	40	20	0	0
25-77	Y-PQ	0	0	40	20	0	0
26-77	Y-PQ	0	0	40	20	0	0
27-77	Y-PQ	0	0	40	20	0	0
28-77	Y-PQ	0	0	40	20	0	0
29-77	Y-PQ	0	0	40	20	0	0
30-77	Y-PQ	0	0	40	20	0	0
31-77	Y-PQ	0	0	40	20	0	0
32-77	Y-PQ	0	0	40	20	0	0
33-77	Y-PQ	0	0	40	20	0	0
34-77	Y-PQ	0	0	40	20	0	0
35-77	Y-PQ	0	0	40	20	0	0
36-77	Y-PQ	0	0	40	20	0	0
37-77	Y-PQ	0	0	40	20	0	0
38-77	Y-PQ	0	0	40	20	0	0
39-77	Y-PQ	0	0	40	20	0	0
40-77	Y-PQ	0	0	40	20	0	0
41-77	Y-PQ	0	0	40	20	0	0
42-77	Y-PQ	0	0	40	20	0	0
43-77	Y-PQ	0	0	40	20	0	0
44-77	Y-PQ	0	0	40	20	0	0
45-77	Y-PQ	0	0	40	20	0	0
46-77	Y-PQ	0	0	40	20	0	0
47-77	Y-PQ	0	0	40	20	0	0
48-77	Y-PQ	0	0	40	20	0	0
49-77	Y-PQ	0	0	40	20	0	0
50-77	Y-PQ	0	0	40	20	0	0
1-79	Y-Z	40	20	0	0	0	0
2-79	Y-Z	40	20	0	0	0	0
3-79	Y-Z	40	20	0	0	0	0
4-79	Y-Z	40	20	0	0	0	0
5-79	Y-Z	40	20	0	0	0	0
6-79	Y-Z	40	20	0	0	0	0
7-79	Y-Z	40	20	0	0	0	0
8-79	Y-Z	40	20	0	0	0	0
9-79	Y-Z	40	20	0	0	0	0
10-79	Y-Z	40	20	0	0	0	0
11-79	Y-Z	40	20	0	0	0	0
12-79	Y-Z	40	20	0	0	0	0
13-79	Y-Z	40	20	0	0	0	0
14-79	Y-Z	40	20	0	0	0	0
15-79	Y-Z	40	20	0	0	0	0
16-79	Y-Z	40	20	0	0	0	0
17-79	Y-Z	40	20	0	0	0	0
18-79	Y-Z	40	20	0	0	0	0
19-79	Y-Z	40	20	0	0	0	0
20-79	Y-Z	40	20	0	0	0	0
21-79	Y-Z	40	20	0	0	0	0
22-79	Y-Z	40	20	0	0	0	0
23-79	Y-Z	40	20	0	0	0	0
24-79	Y-Z	40	20	0	0	0	0
25-79	Y-Z	40	20	0	0	0	0
26-79	Y-Z	40	20	0	0	0	0
27-79	Y-Z	40	20	0	0	0	0
28-79	Y-Z	40	20	0	0	0	0
29-79	Y-Z	40	20	0	0	0	0
30-79	Y-Z	40	20	0	0	0	0
31-79	Y-Z	40	20	0	0	0	0
32-79	Y-Z	40	20	0	0	0	0
33-79	Y-Z	40	20	0	0	0	0
34-79	Y-Z	40	20	0	0	0	0
35-79	Y-Z	40	20	0	0	0	0
36-79	Y-Z	40	20	0	0	0	0
37-79	Y-Z	40	20	0	0	0	0
38-79	Y-Z	40	20	0	0	0	0
39-79	Y-Z	40	20	0	0	0	0
40-79	Y-Z	40	20	0	0	0	0
41-79	Y-Z	40	20	0	0	0	0
42-79	Y-Z	40	20	0	0	0	0
43-79	Y-Z	40	20	0	0	0	0
44-79	Y-Z	40	20	0	0	0	0
45-79	Y-Z	40	20	0	0	0	0
46-79	Y-Z	40	20	0	0	0	0
47-79	Y-Z	40	20	0	0	0	0
48-79	Y-Z	40	20	0	0	0	0
49-79	Y-Z	40	20	0	0	0	0
50-79	Y-Z	40	20	0	0	0	0
1-80	Y-PQ	0	0	40	20	0	0
2-80	Y-PQ	0	0	40	20	0	0
3-80	Y-PQ	0	0	40	20	0	0
4-80	Y-PQ	0	0	40	20	0	0
5-80	Y-PQ	0	0	40	20	0	0
6-80	Y-PQ	0	0	40	20	0	0
7-80	Y-PQ	0	0	40	20	0	0
8-80	Y-PQ	0	0	40	20	0	0
9-80	Y-PQ	0	0	40	20	0	0
10-80	Y-PQ	0	0	40	20	0	0
11-80	Y-PQ	0	0	40	20	0	0
12-80	Y-PQ	0	0	40	20	0	0
13-80	Y-PQ	0	0	40	20	0	0
14-80	Y-PQ	0	0	40	20	0	0
15-80	Y-PQ	0	0	40	20	0	0
16-80	Y-PQ	0	0	40	20	0	0
17-80	Y-PQ	0	0	40	20	0	0
18-80	Y-PQ	0	0	40	20	0	0
19-80	Y-PQ	0	0	40	20	0	0
20-80	Y-PQ	0	0	40	20	0	0
21-80	Y-PQ	0	0	40	20	0	0
22-80	Y-PQ	0	0	40	20	0	0
23-80	Y-PQ	0	0	40	20	0	0
24-80	Y-PQ	0	0	40	20	0	0
25-80	Y-PQ	0	0	40	20	0	0
26-80	Y-PQ	0	0	40	20	0	0
27-80	Y-PQ	0	0	40	20	0	0
28-80	Y-PQ	0	0	40	20	0	0
29-80	Y-PQ	0	0	40	20	0	0
30-80	Y-PQ	0	0	40	20	0	0
31-80	Y-PQ	0	0	40	20	0	0
32-80	Y-PQ	0	0	40	20	0	0
33-80	Y-PQ	0	0	40	20	0	0
34-80	Y-PQ	0	0	40	20	0	0
35-80	Y-PQ	0	0	40	20	0	0
36-80	Y-PQ	0	0	40	20	0	0
37-80	Y-PQ	0	0	40	20	0	0
38-80	Y-PQ	0	0	40	20	0	0
39-80	Y-PQ	0	0	40	20	0	0
40-80	Y-PQ	0	0	40	20	0	0
41-80	Y-PQ	0	0	40	20	0	0
42-80	Y-PQ	0	0	40	20	0	0
43-80	Y-PQ	0	0	40	20	0	0
44-80	Y-PQ	0	0	40	20	0	0
45-80	Y-PQ	0	0	40	20	0	0
46-80	Y-PQ	0	0	40	20	0	0
47-80	Y-PQ	0	0	40	20	0	0
48-80	Y-PQ	0	0	40	20	0	0
49-80	Y-PQ	0	0	40	20	0	0
50-80	Y-PQ	0	0	40	20	0	0
1-82	Y-PQ	40	20	0	0	0	0
2-82	Y-PQ	40	20	0	0	0	0
3-82	Y-PQ	40	20	0	0	0	0
4-82	Y-PQ	40	20	0	0	0	0
5-82	Y-PQ	40	20	0	0	0	0
6-82	Y-PQ	40	20	0	0	0	0
7-82	Y-PQ	40	20	0	0	0	0
8-82	Y-PQ	40	20	0	0	0	0
9-82	Y-PQ	40	20	0	0	0	0
10-82	Y-PQ	40	20	0	0	0	0
11-82	Y-PQ	40	20	0	0	0	0
12-82	Y-PQ	40	20	0	0	0	0
13-82	Y-PQ	40	20	0	0	0	0
14-82	Y-PQ	40	20	0	0	0	0
15-82	Y-PQ	40	20	0	0	0	0
16-82	Y-PQ	40	20	0	0	0	0
17-82	Y-PQ	40	20	0	0	0	0
18-82	Y-PQ	40	20	0	0	0	0
19-82	Y-PQ	40	20	0	0	0	0
20-82	Y-PQ	40	20	0	0	0	0
21-82	Y-PQ	40	20	0	0	0	0
22-82	Y-PQ	40	20	0	0	0	0
23-82	Y-PQ	40	20	0	0	0	0
24-82	Y-PQ	40	20	0	0	0	0
25-82	Y-PQ	40	20	0	0	0	0
26-82	Y-PQ	40	20	0	0	0	0
27-82	Y-PQ	40	20	0	0	0	0
28-82	Y-PQ	40	20	0	0	0	0
29-82	Y-PQ	40	20	0	0	0	0
30-82	Y-PQ	40	20	0	0	0	0
31-82	Y-PQ	40	20	0	0	0	0
32-82	Y-PQ	40	20	0	0	0	0
33-82	Y-PQ	40	20	0	0	0	0
34-82	Y-PQ	40	20	0	0	0	0
35-82	Y-PQ	40	20	0	0	0	0
36-82	Y-PQ	40	20	0	0	0	0
37-82	Y-PQ	40	20	0	0	0	0
38-82	Y-PQ	40	20	0	0	0	0
39-82	Y-PQ	40	20	0	0	0	0
40-82	Y-PQ	40	20	0	0	0	0
41-82	Y-PQ	40	20	0	0	0	0
42-82	Y-PQ	40	20	0	0	0	0
43-82	Y-PQ	40	20	0	0	0	0
44-82	Y-PQ	40	20	0	0	0	0
45-82	Y-PQ	40	20	0	0	0	0
46-82	Y-PQ	40	20	0	0	0	0
47-82	Y-PQ	40	20	0	0	0	0
48-82	Y-PQ	40	20	0	0	0	0
49-82	Y-PQ	40	20	0	0	0	0
50-82	Y-PQ	40	20	0	0	0	0
1-83	Y-PQ	0	0	0	0	20	10
2-83	Y-PQ	0	0	0	0	20	10
3-83	Y-PQ	0	0	0	0	20	10
4-83	Y-PQ	0	0	0	0	20	10
5-83	Y-PQ	0	0	0	0	20	10
6-83	Y-PQ	0	0	0	0	20	10
7-83	Y-PQ	0	0	0	0	20	10
8-83	Y-PQ	0	0	0	0	20	10
9-83	Y-PQ	0	0	0	0	20	10
10-83	Y-PQ	0	0	0	0	20	10
11-83	Y-PQ	0	0	0	0	20	10
12-83	Y-PQ	0	0	0	0	20	10
13-83	Y-PQ	0	0	0	0	20	10
14-83	Y-PQ	0	0	0	0	20	10
15-83	Y-PQ	0	0	0	0	20	10
16-83	Y-PQ	0	0	0	0	20	10
17-83	Y-PQ	0	0	0	0	20	10
18-83	Y-PQ	0	0	0	0	20	10
19-83	Y-PQ	0	0	0	0	20	10
20-83	Y-PQ	0	0	0	0	20	10
21-83	Y-PQ	0	0	0	0	20	10
22-83	Y-PQ	0	0	0	0	20	10
23-83	Y-PQ	0	0	0	0	20	10
24-83	Y-PQ	0	0	0	0	20	10
25-83	Y-PQ	0	0	0	0	20	10
26-83	Y-PQ	0	0	0	0	20	10
27-83	Y-PQ	0	0	0	0	20	10
28-83	Y-PQ	0	0	0	0	20	10
29-83	Y-PQ	0	0	0	0	20	10
30-83	Y-PQ	0	0	0	0	20	10
31-83	Y-PQ	0	0	0	0	20	10
32-83	Y-PQ	0	0	0	0	20	10
33-83	Y-PQ	0	0	0	0	20	10
34-83	Y-PQ	0	0	0	0	20	10
35-83	Y-PQ	0	0	0	0	20	10
36-83	Y-PQ	0	0	0	0	20	10
37-83	Y-PQ	0	0	0	0	20	10
38-83	Y-PQ	0	0	0	0	20	10
39-83	Y-PQ	0	0	0	0	20	10
40-83	Y-PQ	0	0	0	0	20	10
41-83	Y-PQ	0	0	0	0	20	10
42-83	Y-PQ	0	0	0	0	20	10
43-83	Y-PQ	0	0	0	0	20	10
44-83	Y-PQ	0	0	0	0	20	10
45-83	Y-PQ	0	0	0	0	20	10
46-83	Y-PQ	0	0	0	0	20	10
47-83	Y-PQ	0	0	0	0	20	10
48-83	Y-PQ	0	0	0	0	20	10
49-83	Y-PQ	0	0	0	0	20	10
50-83	Y-PQ	0	0	0	0	20	10
1-84	Y-PQ	0	0	0	0	20	10
2-84	Y-PQ	0	0	0	0	20	10
3-84	Y-PQ	0	0	0	0	20	10
4-84	Y-PQ	0	0	0	0	20	10
5-84	Y-PQ	0	0	0	0	20	10
6-84	Y-PQ	0	0	0	0	20	10
7-84	Y-PQ	0	0	0	0	20	10
8-84	Y-PQ	0	0	0	0	20	10
9-84	Y-PQ	0	0	0	0	20	10
10-84	Y-PQ	0	0	0	0	20	10
11-84	Y-PQ	0	0	0	0	20	10
12-84	Y-PQ	0	0	0	0	20	10
13-84	Y-PQ	0	0	0	0	20	10
14-84	Y-PQ	0	0	0	0	20	10
15-84	Y-PQ	0	0	0	0	20	10
16-84	Y-PQ	0	0	0	0	20	10
17-84	Y-PQ	0	0	0	0	20	10
18-84	Y-PQ	0	0	0	0	20	10
19-84	Y-PQ	0	0	0	0	20	10
20-84	Y-PQ	0	0	0	0	20	10
21-84	Y-PQ	0	0	0	0	20	10
22-84	Y-PQ	0	0	0	0	20	10
23-84	Y-PQ	0	0	0	0	20	10
24-84	Y-PQ	0	0	0	0	20	10
25-84	Y-PQ	0	0	0	0	20	10
26-84	Y-PQ	0	0	0	0	20	10
27-84	Y-PQ	0	0	0	0	20	10
28-84	Y-PQ	0	0	0	0	20	10
29-84	Y-PQ	0	0	0	0	20	10
30-84	Y-PQ	0	0	0	0	20	10
31-84	Y-PQ	0	0	0	0	20	10
32-84	Y-PQ	0	0	0	0	20	10
33-84	Y-PQ	0	0	0	0	20	10
34-84	Y-PQ	0	0	0	0	20	10
35-84	Y-PQ	0	0	0	0	20	10
36-84	Y-PQ	0	0	0	0	20	10
37-84	Y-PQ	0	0	0	0	20	10
38-84	Y-PQ	0	0	0	0	20	10
39-84	Y-PQ	0	0	0	0	20	10
40-84	Y-PQ	0	0	0	0	20	10
41-84	Y-PQ	0	0	0	0	20	10
42-84	Y-PQ	0	0	0	0	20	10
43-84	Y-PQ	0	0	0	0	20	10
44-84	Y-PQ	0	0	0	0	20	10
45-84	Y-PQ	0	0	0	0	20	10
46-84	Y-PQ	0	0	0	0	20	10
47-84	Y-PQ	0	0	0	0	20	10
48-84	Y-PQ	0	0	0	0	20	10
49-84	Y-PQ	0	0	0	0	20	10
50-84	Y-PQ	0	0	0	0	20	10
1-85	Y-PQ	0	0	0	0	40	20
2-85	Y-PQ	0	0	0	0	40	20
3-85	Y-PQ	0	0	0	0	40	20
4-85	Y-PQ	0	0	0	0	40	20
5-85	Y-PQ	0	0	0	0	40	20
6-85	Y-PQ	0	0	0	0	40	20
7-85	Y-PQ	0	0	0	0	40	20
8-85	Y-PQ	0	0	0	0	40	20
9-85	Y-PQ	0	0	0	0	40	20
10-85	Y-PQ	0	0	0	0	40	20
11-85	Y-PQ	0	0	0	0	40	20
12-85	Y-PQ	0	0	0	0	40	20
13-85	Y-PQ	0	0	0	0	40	20
14-85	Y-PQ	0	0	0	0	40	20
15-85	Y-PQ	0	0	0	0	40	20
16-85	Y-PQ	0	0	0	0	40	20
17-85	Y-PQ	0	0	0	0	40	20
18-85	Y-PQ	0	0	0	0	40	20
19-85	Y-PQ	0	0	0	0	40	20
20-85	Y-PQ	0	0	0	0	40	20
21-85	Y-PQ	0	0	0	0	40	20
22-85	Y-PQ	0	0	0	0	40	20
23-85	Y-PQ	0	0	0	0	40	20
24-85	Y-PQ	0	0	0	0	40	20
25-85	Y-PQ	0	0	0	0	40	20
26-85	Y-PQ	0	0	0	0	40	20
27-85	Y-PQ	0	0	0	0	40	20
28-85	Y-PQ	0	0	0	0	40	20
29-85	Y-PQ	0	0	0	0	40	20
30-85	Y-PQ	0	0	0	0	40	20
31-85	Y-PQ	0	0	0	0	40	20
32-85	Y-PQ	0	0	0	0	40	20
33-85	Y-PQ	0	0	0	0	40	20
34-85	Y-PQ	0	0	0	0	40	20
35-85	Y-PQ	0	0	0	0	40	20
36-85	Y-PQ	0	0	0	0	40	20
37-85	Y-PQ	0	0	0	0	40	20
