Line Segment Data	12800 items	feet
84-63	Y-PQ	40	20	0	0	0	0
85-63	Y-PQ	40	20	0	0	0	0
86-63	Y-PQ	40	20	0	0	0	0
87-63	Y-PQ	40	20	0	0	0	0
88-63	Y-PQ	40	20	0	0	0	0
89-63	Y-PQ	40	20	0	0	0	0
90-63	Y-PQ	40	20	0	0	0	0
91-63	Y-PQ	40	20	0	0	0	0
92-63	Y-PQ	40	20	0	0	0	0
93-63	Y-PQ	40	20	0	0	0	0
94-63	Y-PQ	40	20	0	0	0	0
95-63	Y-PQ	40	20	0	0	0	0
96-63	Y-PQ	40	20	0	0	0	0
97-63	Y-PQ	40	20	0	0	0	0
98-63	Y-PQ	40	20	0	0	0	0
99-63	Y-PQ	40	20	0	0	0	0
100-63	Y-PQ	40	20	0	0	0	0
1-64	Y-I	0	0	75	35	0	0
2-64	Y-I	0	0	75	35	0	0
3-64	Y-I	0	0	75	35	0	0
4-64	Y-I	0	0	75	35	0	0
5-64	Y-I	0	0	75	35	0	0
6-64	Y-I	0	0	75	35	0	0
7-64	Y-I	0	0	75	35	0	0
8-64	Y-I	0	0	75	35	0	0
9-64	Y-I	0	0	75	35	0	0
10-64	Y-I	0	0	75	35	0	0
11-64	Y-I	0	0	75	35	0	0
12-64	Y-I	0	0	75	35	0	0
13-64	Y-I	0	0	75	35	0	0
14-64	Y-I	0	0	75	35	0	0
15-64	Y-I	0	0	75	35	0	0
16-64	Y-I	0	0	75	35	0	0
17-64	Y-I	0	0	75	35	0	0
18-64	Y-I	0	0	75	35	0	0
19-64	Y-I	0	0	75	35	0	0
20-64	Y-I	0	0	75	35	0	0
21-64	Y-I	0	0	75	35	0	0
22-64	Y-I	0	0	75	35	0	0
23-64	Y-I	0	0	75	35	0	0
24-64	Y-I	0	0	75	35	0	0
25-64	Y-I	0	0	75	35	0	0
26-64	Y-I	0	0	75	35	0	0
27-64	Y-I	0	0	75	35	0	0
28-64	Y-I	0	0	75	35	0	0
29-64	Y-I	0	0	75	35	0	0
30-64	Y-I	0	0	75	35	0	0
31-64	Y-I	0	0	75	35	0	0
32-64	Y-I	0	0	75	35	0	0
33-64	Y-I	0	0	75	35	0	0
34-64	Y-I	0	0	75	35	0	0
35-64	Y-I	0	0	75	35	0	0
36-64	Y-I	0	0	75	35	0	0
37-64	Y-I	0	0	75	35	0	0
38-64	Y-I	0	0	75	35	0	0
39-64	Y-I	0	0	75	35	0	0
40-64	Y-I	0	0	75	35	0	0
41-64	Y-I	0	0	75	35	0	0
42-64	Y-I	0	0	75	35	0	0
43-64	Y-I	0	0	75	35	0	0
44-64	Y-I	0	0	75	35	0	0
45-64	Y-I	0	0	75	35	0	0
46-64	Y-I	0	0	75	35	0	0
47-64	Y-I	0	0	75	35	0	0
48-64	Y-I	0	0	75	35	0	0
49-64	Y-I	0	0	75	35	0	0
50-64	Y-I	0	0	75	35	0	0
51-64	Y-I	0	0	75	35	0	0
52-64	Y-I	0	0	75	35	0	0
53-64	Y-I	0	0	75	35	0	0
54-64	Y-I	0	0	75	35	0	0
55-64	Y-I	0	0	75	35	0	0
56-64	Y-I	0	0	75	35	0	0
57-64	Y-I	0	0	75	35	0	0
58-64	Y-I	0	0	75	35	0	0
59-64	Y-I	0	0	75	35	0	0
60-64	Y-I	0	0	75	35	0	0
61-64	Y-I	0	0	75	35	0	0
62-64	Y-I	0	0	75	35	0	0
63-64	Y-I	0	0	75	35	0	0
64-64	Y-I	0	0	75	35	0	0
65-64	Y-I	0	0	75	35	0	0
66-64	Y-I	0	0	75	35	0	0
67-64	Y-I	0	0	75	35	0	0
68-64	Y-I	0	0	75	35	0	0
69-64	Y-I	0	0	75	35	0	0
70-64	Y-I	0	0	75	35	0	0
71-64	Y-I	0	0	75	35	0	0
72-64	Y-I	0	0	75	35	0	0
73-64	Y-I	0	0	75	35	0	0
74-64	Y-I	0	0	75	35	0	0
75-64	Y-I	0	0	75	35	0	0
76-64	Y-I	0	0	75	35	0	0
77-64	Y-I	0	0	75	35	0	0
78-64	Y-I	0	0	75	35	0	0
79-64	Y-I	0	0	75	35	0	0
80-64	Y-I	0	0	75	35	0	0
81-64	Y-I	0	0	75	35	0	0
82-64	Y-I	0	0	75	35	0	0
83-64	Y-I	0	0	75	35	0	0
84-64	Y-I	0	0	75	35	0	0
85-64	Y-I	0	0	75	35	0	0
86-64	Y-I	0	0	75	35	0	0
87-64	Y-I	0	0	75	35	0	0
88-64	Y-I	0	0	75	35	0	0
89-64	Y-I	0	0	75	35	0	0
90-64	Y-I	0	0	75	35	0	0
91-64	Y-I	0	0	75	35	0	0
92-64	Y-I	0	0	75	35	0	0
93-64	Y-I	0	0	75	35	0	0
94-64	Y-I	0	0	75	35	0	0
95-64	Y-I	0	0	75	35	0	0
96-64	Y-I	0	0	75	35	0	0
97-64	Y-I	0	0	75	35	0	0
98-64	Y-I	0	0	75	35	0	0
99-64	Y-I	0	0	75	35	0	0
100-64	Y-I	0	0	75	35	0	0
1-65	D-Z	35	25	35	25	70	50
2-65	D-Z	35	25	35	25	70	50
3-65	D-Z	35	25	35	25	70	50
4-65	D-Z	35	25	35	25	70	50
5-65	D-Z	35	25	35	25	70	50
6-65	D-Z	35	25	35	25	70	50
7-65	D-Z	35	25	35	25	70	50
8-65	D-Z	35	25	35	25	70	50
9-65	D-Z	35	25	35	25	70	50
10-65	D-Z	35	25	35	25	70	50
11-65	D-Z	35	25	35	25	70	50
12-65	D-Z	35	25	35	25	70	50
13-65	D-Z	35	25	35	25	70	50
14-65	D-Z	35	25	35	25	70	50
15-65	D-Z	35	25	35	25	70	50
16-65	D-Z	35	25	35	25	70	50
17-65	D-Z	35	25	35	25	70	50
18-65	D-Z	35	25	35	25	70	50
19-65	D-Z	35	25	35	25	70	50
20-65	D-Z	35	25	35	25	70	50
21-65	D-Z	35	25	35	25	70	50
22-65	D-Z	35	25	35	25	70	50
23-65	D-Z	35	25	35	25	70	50
24-65	D-Z	35	25	35	25	70	50
25-65	D-Z	35	25	35	25	70	50
26-65	D-Z	35	25	35	25	70	50
27-65	D-Z	35	25	35	25	70	50
28-65	D-Z	35	25	35	25	70	50
29-65	D-Z	35	25	35	25	70	50
30-65	D-Z	35	25	35	25	70	50
31-65	D-Z	35	25	35	25	70	50
32-65	D-Z	35	25	35	25	70	50
33-65	D-Z	35	25	35	25	70	50
34-65	D-Z	35	25	35	25	70	50
35-65	D-Z	35	25	35	25	70	50
36-65	D-Z	35	25	35	25	70	50
37-65	D-Z	35	25	35	25	70	50
38-65	D-Z	35	25	35	25	70	50
39-65	D-Z	35	25	35	25	70	50
40-65	D-Z	35	25	35	25	70	50
41-65	D-Z	35	25	35	25	70	50
42-65	D-Z	35	25	35	25	70	50
43-65	D-Z	35	25	35	25	70	50
44-65	D-Z	35	25	35	25	70	50
45-65	D-Z	35	25	35	25	70	50
46-65	D-Z	35	25	35	25	70	50
47-65	D-Z	35	25	35	25	70	50
48-65	D-Z	35	25	35	25	70	50
49-65	D-Z	35	25	35	25	70	50
50-65	D-Z	35	25	35	25	70	50
51-65	D-Z	35	25	35	25	70	50
52-65	D-Z	35	25	35	25	70	50
53-65	D-Z	35	25	35	25	70	50
54-65	D-Z	35	25	35	25	70	50
55-65	D-Z	35	25	35	25	70	50
56-65	D-Z	35	25	35	25	70	50
57-65	D-Z	35	25	35	25	70	50
58-65	D-Z	35	25	35	25	70	50
59-65	D-Z	35	25	35	25	70	50
60-65	D-Z	35	25	35	25	70	50
61-65	D-Z	35	25	35	25	70	50
62-65	D-Z	35	25	35	25	70	50
63-65	D-Z	35	25	35	25	70	50
64-65	D-Z	35	25	35	25	70	50
65-65	D-Z	35	25	35	25	70	50
66-65	D-Z	35	25	35	25	70	50
67-65	D-Z	35	25	35	25	70	50
68-65	D-Z	35	25	35	25	70	50
69-65	D-Z	35	25	35	25	70	50
70-65	D-Z	35	25	35	25	70	50
71-65	D-Z	35	25	35	25	70	50
72-65	D-Z	35	25	35	25	70	50
73-65	D-Z	35	25	35	25	70	50
74-65	D-Z	35	25	35	25	70	50
75-65	D-Z	35	25	35	25	70	50
76-65	D-Z	35	25	35	25	70	50
77-65	D-Z	35	25	35	25	70	50
78-65	D-Z	35	25	35	25	70	50
79-65	D-Z	35	25	35	25	70	50
80-65	D-Z	35	25	35	25	70	50
81-65	D-Z	35	25	35	25	70	50
82-65	D-Z	35	25	35	25	70	50
83-65	D-Z	35	25	35	25	70	50
84-65	D-Z	35	25	35	25	70	50
85-65	D-Z	35	25	35	25	70	50
86-65	D-Z	35	25	35	25	70	50
87-65	D-Z	35	25	35	25	70	50
88-65	D-Z	35	25	35	25	70	50
89-65	D-Z	35	25	35	25	70	50
90-65	D-Z	35	25	35	25	70	50
91-65	D-Z	35	25	35	25	70	50
92-65	D-Z	35	25	35	25	70	50
93-65	D-Z	35	25	35	25	70	50
94-65	D-Z	35	25	35	25	70	50
95-65	D-Z	35	25	35	25	70	50
96-65	D-Z	35	25	35	25	70	50
97-65	D-Z	35	25	35	25	70	50
98-65	D-Z	35	25	35	25	70	50
99-65	D-Z	35	25	35	25	70	50
100-65	D-Z	35	25	35	25	70	50
1-66	Y-PQ	0	0	0	0	75	35
2-66	Y-PQ	0	0	0	0	75	35
3-66	Y-PQ	0	0	0	0	75	35
4-66	Y-PQ	0	0	0	0	75	35
5-66	Y-PQ	0	0	0	0	75	35
6-66	Y-PQ	0	0	0	0	75	35
7-66	Y-PQ	0	0	0	0	75	35
8-66	Y-PQ	0	0	0	0	75	35
9-66	Y-PQ	0	0	0	0	75	35
10-66	Y-PQ	0	0	0	0	75	35
11-66	Y-PQ	0	0	0	0	75	35
12-66	Y-PQ	0	0	0	0	75	35
13-66	Y-PQ	0	0	0	0	75	35
14-66	Y-PQ	0	0	0	0	75	35
15-66	Y-PQ	0	0	0	0	75	35
16-66	Y-PQ	0	0	0	0	75	35
17-66	Y-PQ	0	0	0	0	75	35
18-66	Y-PQ	0	0	0	0	75	35
19-66	Y-PQ	0	0	0	0	75	35
20-66	Y-PQ	0	0	0	0	75	35
21-66	Y-PQ	0	0	0	0	75	35
22-66	Y-PQ	0	0	0	0	75	35
23-66	Y-PQ	0	0	0	0	75	35
24-66	Y-PQ	0	0	0	0	75	35
25-66	Y-PQ	0	0	0	0	75	35
26-66	Y-PQ	0	0	0	0	75	35
27-66	Y-PQ	0	0	0	0	75	35
28-66	Y-PQ	0	0	0	0	75	35
29-66	Y-PQ	0	0	0	0	75	35
30-66	Y-PQ	0	0	0	0	75	35
31-66	Y-PQ	0	0	0	0	75	35
32-66	Y-PQ	0	0	0	0	75	35
33-66	Y-PQ	0	0	0	0	75	35
34-66	Y-PQ	0	0	0	0	75	35
35-66	Y-PQ	0	0	0	0	75	35
36-66	Y-PQ	0	0	0	0	75	35
37-66	Y-PQ	0	0	0	0	75	35
38-66	Y-PQ	0	0	0	0	75	35
39-66	Y-PQ	0	0	0	0	75	35
40-66	Y-PQ	0	0	0	0	75	35
41-66	Y-PQ	0	0	0	0	75	35
42-66	Y-PQ	0	0	0	0	75	35
43-66	Y-PQ	0	0	0	0	75	35
44-66	Y-PQ	0	0	0	0	75	35
45-66	Y-PQ	0	0	0	0	75	35
46-66	Y-PQ	0	0	0	0	75	35
47-66	Y-PQ	0	0	0	0	75	35
48-66	Y-PQ	0	0	0	0	75	35
49-66	Y-PQ	0	0	0	0	75	35
50-66	Y-PQ	0	0	0	0	75	35
51-66	Y-PQ	0	0	0	0	75	35
52-66	Y-PQ	0	0	0	0	75	35
53-66	Y-PQ	0	0	0	0	75	35
54-66	Y-PQ	0	0	0	0	75	35
55-66	Y-PQ	0	0	0	0	75	35
56-66	Y-PQ	0	0	0	0	75	35
57-66	Y-PQ	0	0	0	0	75	35
58-66	Y-PQ	0	0	0	0	75	35
59-66	Y-PQ	0	0	0	0	75	35
60-66	Y-PQ	0	0	0	0	75	35
61-66	Y-PQ	0	0	0	0	75	35
62-66	Y-PQ	0	0	0	0	75	35
63-66	Y-PQ	0	0	0	0	75	35
64-66	Y-PQ	0	0	0	0	75	35
65-66	Y-PQ	0	0	0	0	75	35
66-66	Y-PQ	0	0	0	0	75	35
67-66	Y-PQ	0	0	0	0	75	35
68-66	Y-PQ	0	0	0	0	75	35
69-66	Y-PQ	0	0	0	0	75	35
70-66	Y-PQ	0	0	0	0	75	35
71-66	Y-PQ	0	0	0	0	75	35
72-66	Y-PQ	0	0	0	0	75	35
73-66	Y-PQ	0	0	0	0	75	35
74-66	Y-PQ	0	0	0	0	75	35
75-66	Y-PQ	0	0	0	0	75	35
76-66	Y-PQ	0	0	0	0	75	35
77-66	Y-PQ	0	0	0	0	75	35
78-66	Y-PQ	0	0	0	0	75	35
79-66	Y-PQ	0	0	0	0	75	35
80-66	Y-PQ	0	0	0	0	75	35
81-66	Y-PQ	0	0	0	0	75	35
82-66	Y-PQ	0	0	0	0	75	35
83-66	Y-PQ	0	0	0	0	75	35
84-66	Y-PQ	0	0	0	0	75	35
85-66	Y-PQ	0	0	0	0	75	35
86-66	Y-PQ	0	0	0	0	75	35
87-66	Y-PQ	0	0	0	0	75	35
88-66	Y-PQ	0	0	0	0	75	35
89-66	Y-PQ	0	0	0	0	75	35
90-66	Y-PQ	0	0	0	0	75	35
91-66	Y-PQ	0	0	0	0	75	35
92-66	Y-PQ	0	0	0	0	75	35
93-66	Y-PQ	0	0	0	0	75	35
94-66	Y-PQ	0	0	0	0	75	35
95-66	Y-PQ	0	0	0	0	75	35
96-66	Y-PQ	0	0	0	0	75	35
97-66	Y-PQ	0	0	0	0	75	35
98-66	Y-PQ	0	0	0	0	75	35
99-66	Y-PQ	0	0	0	0	75	35
100-66	Y-PQ	0	0	0	0	75	35
1-68	Y-PQ	20	10	0	0	0	0
2-68	Y-PQ	20	10	0	0	0	0
3-68	Y-PQ	20	10	0	0	0	0
4-68	Y-PQ	20	10	0	0	0	0
5-68	Y-PQ	20	10	0	0	0	0
6-68	Y-PQ	20	10	0	0	0	0
7-68	Y-PQ	20	10	0	0	0	0
8-68	Y-PQ	20	10	0	0	0	0
9-68	Y-PQ	20	10	0	0	0	0
10-68	Y-PQ	20	10	0	0	0	0
11-68	Y-PQ	20	10	0	0	0	0
12-68	Y-PQ	20	10	0	0	0	0
13-68	Y-PQ	20	10	0	0	0	0
14-68	Y-PQ	20	10	0	0	0	0
15-68	Y-PQ	20	10	0	0	0	0
16-68	Y-PQ	20	10	0	0	0	0
17-68	Y-PQ	20	10	0	0	0	0
18-68	Y-PQ	20	10	0	0	0	0
19-68	Y-PQ	20	10	0	0	0	0
20-68	Y-PQ	20	10	0	0	0	0
21-68	Y-PQ	20	10	0	0	0	0
22-68	Y-PQ	20	10	0	0	0	0
23-68	Y-PQ	20	10	0	0	0	0
24-68	Y-PQ	20	10	0	0	0	0
25-68	Y-PQ	20	10	0	0	0	0
26-68	Y-PQ	20	10	0	0	0	0
27-68	Y-PQ	20	10	0	0	0	0
28-68	Y-PQ	20	10	0	0	0	0
29-68	Y-PQ	20	10	0	0	0	0
30-68	Y-PQ	20	10	0	0	0	0
31-68	Y-PQ	20	10	0	0	0	0
32-68	Y-PQ	20	10	0	0	0	0
33-68	Y-PQ	20	10	0	0	0	0
34-68	Y-PQ	20	10	0	0	0	0
35-68	Y-PQ	20	10	0	0	0	0
36-68	Y-PQ	20	10	0	0	0	0
37-68	Y-PQ	20	10	0	0	0	0
38-68	Y-PQ	20	10	0	0	0	0
39-68	Y-PQ	20	10	0	0	0	0
40-68	Y-PQ	20	10	0	0	0	0
41-68	Y-PQ	20	10	0	0	0	0
42-68	Y-PQ	20	10	0	0	0	0
43-68	Y-PQ	20	10	0	0	0	0
44-68	Y-PQ	20	10	0	0	0	0
45-68	Y-PQ	20	10	0	0	0	0
46-68	Y-PQ	20	10	0	0	0	0
47-68	Y-PQ	20	10	0	0	0	0
48-68	Y-PQ	20	10	0	0	0	0
49-68	Y-PQ	20	10	0	0	0	0
50-68	Y-PQ	20	10	0	0	0	0
51-68	Y-PQ	20	10	0	0	0	0
52-68	Y-PQ	20	10	0	0	0	0
53-68	Y-PQ	20	10	0	0	0	0
54-68	Y-PQ	20	10	0	0	0	0
55-68	Y-PQ	20	10	0	0	0	0
56-68	Y-PQ	20	10	0	0	0	0
57-68	Y-PQ	20	10	0	0	0	0
58-68	Y-PQ	20	10	0	0	0	0
59-68	Y-PQ	20	10	0	0	0	0
60-68	Y-PQ	20	10	0	0	0	0
61-68	Y-PQ	20	10	0	0	0	0
62-68	Y-PQ	20	10	0	0	0	0
63-68	Y-PQ	20	10	0	0	0	0
64-68	Y-PQ	20	10	0	0	0	0
65-68	Y-PQ	20	10	0	0	0	0
66-68	Y-PQ	20	10	0	0	0	0
67-68	Y-PQ	20	10	0	0	0	0
68-68	Y-PQ	20	10	0	0	0	0
69-68	Y-PQ	20	10	0	0	0	0
70-68	Y-PQ	20	10	0	0	0	0
71-68	Y-PQ	20	10	0	0	0	0
72-68	Y-PQ	20	10	0	0	0	0
73-68	Y-PQ	20	10	0	0	0	0
74-68	Y-PQ	20	10	0	0	0	0
75-68	Y-PQ	20	10	0	0	0	0
76-68	Y-PQ	20	10	0	0	0	0
77-68	Y-PQ	20	10	0	0	0	0
78-68	Y-PQ	20	10	0	0	0	0
79-68	Y-PQ	20	10	0	0	0	0
80-68	Y-PQ	20	10	0	0	0	0
81-68	Y-PQ	20	10	0	0	0	0
82-68	Y-PQ	20	10	0	0	0	0
83-68	Y-PQ	20	10	0	0	0	0
84-68	Y-PQ	20	10	0	0	0	0
85-68	Y-PQ	20	10	0	0	0	0
86-68	Y-PQ	20	10	0	0	0	0
87-68	Y-PQ	20	10	0	0	0	0
88-68	Y-PQ	20	10	0	0	0	0
89-68	Y-PQ	20	10	0	0	0	0
90-68	Y-PQ	20	10	0	0	0	0
91-68	Y-PQ	20	10	0	0	0	0
92-68	Y-PQ	20	10	0	0	0	0
93-68	Y-PQ	20	10	0	0	0	0
94-68	Y-PQ	20	10	0	0	0	0
95-68	Y-PQ	20	10	0	0	0	0
96-68	Y-PQ	20	10	0	0	0	0
97-68	Y-PQ	20	10	0	0	0	0
98-68	Y-PQ	20	10	0	0	0	0
99-68	Y-PQ	20	10	0	0	0	0
100-68	Y-PQ	20	10	0	0	0	0
1-69	Y-PQ	40	20	0	0	0	0
2-69	Y-PQ	40	20	0	0	0	0
3-69	Y-PQ	40	20	0	0	0	0
4-69	Y-PQ	40	20	0	0	0	0
5-69	Y-PQ	40	20	0	0	0	0
6-69	Y-PQ	40	20	0	0	0	0
7-69	Y-PQ	40	20	0	0	0	0
8-69	Y-PQ	40	20	0	0	0	0
9-69	Y-PQ	40	20	0	0	0	0
10-69	Y-PQ	40	20	0	0	0	0
11-69	Y-PQ	40	20	0	0	0	0
12-69	Y-PQ	40	20	0	0	0	0
13-69	Y-PQ	40	20	0	0	0	0
14-69	Y-PQ	40	20	0	0	0	0
15-69	Y-PQ	40	20	0	0	0	0
16-69	Y-PQ	40	20	0	0	0	0
17-69	Y-PQ	40	20	0	0	0	0
18-69	Y-PQ	40	20	0	0	0	0
19-69	Y-PQ	40	20	0	0	0	0
20-69	Y-PQ	40	20	0	0	0	0
21-69	Y-PQ	40	20	0	0	0	0
22-69	Y-PQ	40	20	0	0	0	0
23-69	Y-PQ	40	20	0	0	0	0
24-69	Y-PQ	40	20	0	0	0	0
25-69	Y-PQ	40	20	0	0	0	0
26-69	Y-PQ	40	20	0	0	0	0
27-69	Y-PQ	40	20	0	0	0	0
28-69	Y-PQ	40	20	0	0	0	0
29-69	Y-PQ	40	20	0	0	0	0
30-69	Y-PQ	40	20	0	0	0	0
31-69	Y-PQ	40	20	0	0	0	0
32-69	Y-PQ	40	20	0	0	0	0
33-69	Y-PQ	40	20	0	0	0	0
34-69	Y-PQ	40	20	0	0	0	0
35-69	Y-PQ	40	20	0	0	0	0
36-69	Y-PQ	40	20	0	0	0	0
37-69	Y-PQ	40	20	0	0	0	0
38-69	Y-PQ	40	20	0	0	0	0
39-69	Y-PQ	40	20	0	0	0	0
40-69	Y-PQ	40	20	0	0	0	0
41-69	Y-PQ	40	20	0	0	0	0
42-69	Y-PQ	40	20	0	0	0	0
43-69	Y-PQ	40	20	0	0	0	0
44-69	Y-PQ	40	20	0	0	0	0
45-69	Y-PQ	40	20	0	0	0	0
46-69	Y-PQ	40	20	0	0	0	0
47-69	Y-PQ	40	20	0	0	0	0
48-69	Y-PQ	40	20	0	0	0	0
49-69	Y-PQ	40	20	0	0	0	0
50-69	Y-PQ	40	20	0	0	0	0
51-69	Y-PQ	40	20	0	0	0	0
52-69	Y-PQ	40	20	0	0	0	0
53-69	Y-PQ	40	20	0	0	0	0
54-69	Y-PQ	40	20	0	0	0	0
55-69	Y-PQ	40	20	0	0	0	0
56-69	Y-PQ	40	20	0	0	0	0
57-69	Y-PQ	40	20	0	0	0	0
58-69	Y-PQ	40	20	0	0	0	0
59-69	Y-PQ	40	20	0	0	0	0
60-69	Y-PQ	40	20	0	0	0	0
61-69	Y-PQ	40	20	0	0	0	0
62-69	Y-PQ	40	20	0	0	0	0
63-69	Y-PQ	40	20	0	0	0	0
64-69	Y-PQ	40	20	0	0	0	0
65-69	Y-PQ	40	20	0	0	0	0
66-69	Y-PQ	40	20	0	0	0	0
67-69	Y-PQ	40	20	0	0	0	0
68-69	Y-PQ	40	20	0	0	0	0
69-69	Y-PQ	40	20	0	0	0	0
70-69	Y-PQ	40	20	0	0	0	0
71-69	Y-PQ	40	20	0	0	0	0
72-69	Y-PQ	40	20	0	0	0	0
73-69	Y-PQ	40	20	0	0	0	0
74-69	Y-PQ	40	20	0	0	0	0
75-69	Y-PQ	40	20	0	0	0	0
76-69	Y-PQ	40	20	0	0	0	0
77-69	Y-PQ	40	20	0	0	0	0
78-69	Y-PQ	40	20	0	0	0	0
79-69	Y-PQ	40	20	0	0	0	0
80-69	Y-PQ	40	20	0	0	0	0
81-69	Y-PQ	40	20	0	0	0	0
82-69	Y-PQ	40	20	0	0	0	0
83-69	Y-PQ	40	20	0	0	0	0
84-69	Y-PQ	40	20	0	0	0	0
85-69	Y-PQ	40	20	0	0	0	0
86-69	Y-PQ	40	20	0	0	0	0
87-69	Y-PQ	40	20	0	0	0	0
88-69	Y-PQ	40	20	0	0	0	0
89-69	Y-PQ	40	20	0	0	0	0
90-69	Y-PQ	40	20	0	0	0	0
91-69	Y-PQ	40	20	0	0	0	0
92-69	Y-PQ	40	20	0	0	0	0
93-69	Y-PQ	40	20	0	0	0	0
94-69	Y-PQ	40	20	0	0	0	0
95-69	Y-PQ	40	20	0	0	0	0
96-69	Y-PQ	40	20	0	0	0	0
97-69	Y-PQ	40	20	0	0	0	0
98-69	Y-PQ	40	20	0	0	0	0
99-69	Y-PQ	40	20	0	0	0	0
100-69	Y-PQ	40	20	0	0	0	0
1-70	Y-PQ	20	10	0	0	0	0
2-70	Y-PQ	20	10	0	0	0	0
3-70	Y-PQ	20	10	0	0	0	0
4-70	Y-PQ	20	10	0	0	0	0
5-70	Y-PQ	20	10	0	0	0	0
6-70	Y-PQ	20	10	0	0	0	0
7-70	Y-PQ	20	10	0	0	0	0
8-70	Y-PQ	20	10	0	0	0	0
9-70	Y-PQ	20	10	0	0	0	0
10-70	Y-PQ	20	10	0	0	0	0
11-70	Y-PQ	20	10	0	0	0	0
12-70	Y-PQ	20	10	0	0	0	0
13-70	Y-PQ	20	10	0	0	0	0
14-70	Y-PQ	20	10	0	0	0	0
15-70	Y-PQ	20	10	0	0	0	0
16-70	Y-PQ	20	10	0	0	0	0
17-70	Y-PQ	20	10	0	0	0	0
18-70	Y-PQ	20	10	0	0	0	0
19-70	Y-PQ	20	10	0	0	0	0
20-70	Y-PQ	20	10	0	0	0	0
21-70	Y-PQ	20	10	0	0	0	0
22-70	Y-PQ	20	10	0	0	0	0
23-70	Y-PQ	20	10	0	0	0	0
24-70	Y-PQ	20	10	0	0	0	0
25-70	Y-PQ	20	10	0	0	0	0
26-70	Y-PQ	20	10	0	0	0	0
27-70	Y-PQ	20	10	0	0	0	0
28-70	Y-PQ	20	10	0	0	0	0
29-70	Y-PQ	20	10	0	0	0	0
30-70	Y-PQ	20	10	0	0	0	0
31-70	Y-PQ	20	10	0	0	0	0
32-70	Y-PQ	20	10	0	0	0	0
33-70	Y-PQ	20	10	0	0	0	0
34-70	Y-PQ	20	10	0	0	0	0
35-70	Y-PQ	20	10	0	0	0	0
36-70	Y-PQ	20	10	0	0	0	0
37-70	Y-PQ	20	10	0	0	0	0
38-70	Y-PQ	20	10	0	0	0	0
39-70	Y-PQ	20	10	0	0	0	0
40-70	Y-PQ	20	10	0	0	0	0
41-70	Y-PQ	20	10	0	0	0	0
42-70	Y-PQ	20	10	0	0	0	0
43-70	Y-PQ	20	10	0	0	0	0
44-70	Y-PQ	20	10	0	0	0	0
45-70	Y-PQ	20	10	0	0	0	0
46-70	Y-PQ	20	10	0	0	0	0
47-70	Y-PQ	20	10	0	0	0	0
48-70	Y-PQ	20	10	0	0	0	0
49-70	Y-PQ	20	10	0	0	0	0
50-70	Y-PQ	20	10	0	0	0	0
51-70	Y-PQ	20	10	0	0	0	0
52-70	Y-PQ	20	10	0	0	0	0
53-70	Y-PQ	20	10	0	0	0	0
54-70	Y-PQ	20	10	0	0	0	0
55-70	Y-PQ	20	10	0	0	0	0
56-70	Y-PQ	20	10	0	0	0	0
57-70	Y-PQ	20	10	0	0	0	0
58-70	Y-PQ	20	10	0	0	0	0
59-70	Y-PQ	20	10	0	0	0	0
60-70	Y-PQ	20	10	0	0	0	0
61-70	Y-PQ	20	10	0	0	0	0
62-70	Y-PQ	20	10	0	0	0	0
63-70	Y-PQ	20	10	0	0	0	0
64-70	Y-PQ	20	10	0	0	0	0
65-70	Y-PQ	20	10	0	0	0	0
66-70	Y-PQ	20	10	0	0	0	0
67-70	Y-PQ	20	10	0	0	0	0
68-70	Y-PQ	20	10	0	0	0	0
69-70	Y-PQ	20	10	0	0	0	0
70-70	Y-PQ	20	10	0	0	0	0
71-70	Y-PQ	20	10	0	0	0	0
72-70	Y-PQ	20	10	0	0	0	0
73-70	Y-PQ	20	10	0	0	0	0
74-70	Y-PQ	20	10	0	0	0	0
75-70	Y-PQ	20	10	0	0	0	0
76-70	Y-PQ	20	10	0	0	0	0
77-70	Y-PQ	20	10	0	0	0	0
78-70	Y-PQ	20	10	0	0	0	0
79-70	Y-PQ	20	10	0	0	0	0
80-70	Y-PQ	20	10	0	0	0	0
81-70	Y-PQ	20	10	0	0	0	0
82-70	Y-PQ	20	10	0	0	0	0
83-70	Y-PQ	20	10	0	0	0	0
84-70	Y-PQ	20	10	0	0	0	0
85-70	Y-PQ	20	10	0	0	0	0
86-70	Y-PQ	20	10	0	0	0	0
87-70	Y-PQ	20	10	0	0	0	0
88-70	Y-PQ	20	10	0	0	0	0
89-70	Y-PQ	20	10	0	0	0	0
90-70	Y-PQ	20	10	0	0	0	0
91-70	Y-PQ	20	10	0	0	0	0
92-70	Y-PQ	20	10	0	0	0	0
93-70	Y-PQ	20	10	0	0	0	0
94-70	Y-PQ	20	10	0	0	0	0
95-70	Y-PQ	20	10	0	0	0	0
96-70	Y-PQ	20	10	0	0	0	0
97-70	Y-PQ	20	10	0	0	0	0
98-70	Y-PQ	20	10	0	0	0	0
99-70	Y-PQ	20	10	0	0	0	0
100-70	Y-PQ	20	10	0	0	0	0
1-71	Y-PQ	40	20	0	0	0	0
2-71	Y-PQ	40	20	0	0	0	0
3-71	Y-PQ	40	20	0	0	0	0
4-71	Y-PQ	40	20	0	0	0	0
5-71	Y-PQ	40	20	0	0	0	0
6-71	Y-PQ	40	20	0	0	0	0
7-71	Y-PQ	40	20	0	0	0	0
8-71	Y-PQ	40	20	0	0	0	0
